

left : [1.2, 2, 1.6, 3, 3.2, 1.6, 2, 2.2, 1.8, 1.2, 0, 1, 1.2, 3.2, 2.2, 4.2, 3.4, 3, 3, 4.6, 5.4, 3.8, 0.4, 3.6, 4, 4.6, 2.8, 5.4, 5, 2.2, 3, 4, 4.8, 4, 0.6, 4.2, 1.8, 3.2, 2, 4.6, 4.2, 3.6, 3.4, 4.6, 4.8, 3.4, 0, 3.6, 1.8, 4.6, 2.6, 4.6, 4.6, 3.2, 3.4, 5, 5.4, 3.4, 0.4, 3.8, 4, 6.4, 4.4, 6.8, 5.2, 5.8, 5.2, 6.6, 5.8, 2.8, 0.2, 2.8, 4.4, 5.6, 4.2, 5.8, 5.2, 2.8, 3.4, 2.4, 2, 1.2, 0, 1, 3.8, 5.2, 2, 5.4, 4.8, 2.4, 3, 4, 4.2, 3.4, 0.2, 2.8, 3.2, 5.4, 3.6, 6, 5.4, 3.4, 3.8, 4, 3.4, 2.2, 0, 1.6, 2.4, 4, 1.4, 3.6, 4, 1.8, 1.8, 2.2, 2.2, 1.4, 0, 1.4]
right : [0, 1.2, 1.8, 2, 2.4, 4.2, 2.4, 3.8, 5.2, 4.4, 2.4, 4.8, 0, 2.4, 4.4, 5.2, 6.4, 8.6, 6.4, 9, 9.6, 6.8, 3.8, 8, 0, 3.2, 7, 8, 10.6, 11.4, 9.6, 12, 9, 6, 3.6, 6.8, 0.8, 8.8, 10.6, 10.8, 12, 11.6, 10.4, 11.4, 6, 4.4, 1.2, 5.4, 5, 12.8, 13, 11.6, 11.6, 10, 7.8, 7, 4.2, 1.2, 0, 3.6, 8.2, 13.6, 13.6, 12, 11, 7.8, 3.8, 2.4, 1, 0, 0, 0.4, 10, 14, 14, 11.4, 10, 4, 1, 0.8, 0, 0, 0, 0, 9, 11.6, 11.6, 9, 7.6, 0, 0, 0, 0, 0, 0, 0, 6.4, 9, 9.6, 7.2, 6.4, 0, 0, 0, 0, 0, 0, 0, 0.2, 3, 2.2, 1.8, 2.4, 0, 0, 0, 0, 0, 0, 0]

left : [0, 0.27906976744186046, 0.046511627906976744, 0.32558139534883723, 0.18604651162790697, 0.3953488372093023, 0.3488372093023256, 2.813953488372093, 5.023255813953488, 5.558139534883721, 6.116279069767442, 5.744186046511628, 0, 0.3953488372093023, 0.20930232558139536, 0.5116279069767442, 0.3023255813953488, 1.6046511627906976, 0.9302325581395349, 6.069767441860465, 9.651162790697674, 10.069767441860465, 10.883720930232558, 10.465116279069768, 0, 0.7906976744186046, 0.5348837209302325, 1.0232558139534884, 0.9069767441860465, 2.953488372093023, 2.2790697674418605, 8.465116279069768, 11.279069767441861, 11.488372093023257, 12.023255813953488, 11.976744186046512, 0, 2.488372093023256, 1.7906976744186047, 2.8372093023255816, 1.697674418604651, 4.27906976744186, 4.5813953488372094, 10.186046511627907, 11.418604651162791, 11.046511627906977, 11.372093023255815, 11.767441860465116, 0, 6.186046511627907, 5.1395348837209305, 6.348837209302325, 3.4651162790697674, 5.72093023255814, 6.744186046511628, 10.627906976744185, 8.837209302325581, 7.837209302325581, 7.093023255813954, 8.627906976744185, 0, 9.255813953488373, 7.837209302325581, 9.116279069767442, 4.72093023255814, 6, 6.813953488372093, 9.604651162790697, 5.116279069767442, 3.7906976744186047, 3.3488372093023258, 4.6976744186046515, 0, 11.348837209302326, 8.906976744186046, 10.953488372093023, 5.511627906976744, 5.744186046511628, 4.976744186046512, 7.116279069767442, 2.046511627906977, 1.5116279069767442, 1.441860465116279, 1.8837209302325582, 0, 11.86046511627907, 5.093023255813954, 10.232558139534884, 4.976744186046512, 4.883720930232558, 1.558139534883721, 2.8372093023255816, 0.7441860465116279, 0.6046511627906976, 0.5813953488372093, 0.6976744186046512, 0, 9.744186046511627, 0.5116279069767442, 6.441860465116279, 2.9069767441860463, 3.0232558139534884, 0.2558139534883721, 0.4186046511627907, 0.2558139534883721, 0.23255813953488372, 0.20930232558139536, 0.27906976744186046, 0.16279069767441862, 3.3488372093023258, 0, 0.9767441860465116, 0.8837209302325582, 0.7674418604651163, 0, 0, 0, 0, 0, 0]
right : [0.046511627906976744, 0, 0, 0, 0, 0.046511627906976744, 0, 1.3255813953488371, 1.6744186046511629, 1.9767441860465116, 1.9534883720930232, 2.0697674418604652, 0.046511627906976744, 0, 0, 0, 0.023255813953488372, 0.7906976744186046, 0.06976744186046512, 2.9302325581395348, 4.441860465116279, 4.72093023255814, 4.744186046511628, 4.744186046511628, 0.16279069767441862, 0, 0, 0.046511627906976744, 0.4883720930232558, 2.7674418604651163, 1.1627906976744187, 5.627906976744186, 8.13953488372093, 8.488372093023257, 8.488372093023257, 8.488372093023257, 0.5348837209302325, 0, 0.37209302325581395, 0.4883720930232558, 1.6046511627906976, 4.930232558139535, 2.7674418604651163, 7.906976744186046, 11.604651162790697, 12.186046511627907, 12.186046511627907, 11.930232558139535, 2.5348837209302326, 0, 3, 2.9767441860465116, 4, 7.162790697674419, 4.4186046511627906, 8.930232558139535, 11.046511627906977, 11.046511627906977, 10.837209302325581, 11.069767441860465, 5.976744186046512, 0, 7.4186046511627906, 6.674418604651163, 6.5813953488372094, 7.558139534883721, 3.7906976744186047, 6.790697674418604, 6.627906976744186, 6.372093023255814, 6.116279069767442, 6.627906976744186, 9.209302325581396, 0, 11.023255813953488, 9.44186046511628, 7.744186046511628, 6.5813953488372094, 1.7674418604651163, 3.0232558139534884, 2.2093023255813953, 2.116279069767442, 2, 2.116279069767442, 10.395348837209303, 0, 11.55813953488372, 9.046511627906977, 7.162790697674419, 4.906976744186046, 0.7209302325581395, 1.069767441860465, 0.6511627906976745, 0.627906976744186, 0.46511627906976744, 0.5348837209302325, 9.069767441860465, 0, 8.418604651162791, 5.883720930232558, 5.1395348837209305, 2.744186046511628, 0.3488372093023256, 0.5813953488372093, 0.046511627906976744, 0.023255813953488372, 0, 0.023255813953488372, 4.4186046511627906, 0, 3.395348837209302, 2.0930232558139537, 2.046511627906977, 0.8372093023255814, 0.06976744186046512, 0.18604651162790697, 0, 0, 0, 0.023255813953488372]

left : [0, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.07142857142857142, 0.21428571428571427, 0.21428571428571427, 2.9285714285714284, 4.119047619047619, 4.714285714285714, 5.166666666666667, 4.785714285714286, 0, 0.21428571428571427, 0.19047619047619047, 0.19047619047619047, 0.07142857142857142, 1.5, 0.42857142857142855, 6.357142857142857, 10.666666666666666, 11.238095238095237, 12.166666666666666, 11.547619047619047, 0, 0.2857142857142857, 0.2619047619047619, 0.40476190476190477, 0.2619047619047619, 3.6904761904761907, 2.8095238095238093, 9.666666666666666, 12.523809523809524, 12.619047619047619, 13.333333333333334, 13.071428571428571, 0, 2.4523809523809526, 2.3095238095238093, 2.9285714285714284, 1.619047619047619, 5.714285714285714, 6.404761904761905, 11.666666666666666, 11.261904761904763, 10.761904761904763, 10.214285714285714, 11.119047619047619, 0, 6.142857142857143, 6.595238095238095, 7.404761904761905, 4.119047619047619, 7.142857142857143, 8.285714285714286, 11.761904761904763, 6.642857142857143, 5.428571428571429, 4.095238095238095, 5.595238095238095, 0, 9.095238095238095, 9.666666666666666, 10.452380952380953, 5.404761904761905, 6.928571428571429, 6.857142857142857, 9.738095238095237, 2.1904761904761907, 1.2380952380952381, 0.8571428571428571, 1.6428571428571428, 0, 11.023809523809524, 10, 11.80952380952381, 6, 6.309523809523809, 4.023809523809524, 6.333333333333333, 0.30952380952380953, 0.11904761904761904, 0.09523809523809523, 0.21428571428571427, 0, 12.166666666666666, 5.785714285714286, 11.071428571428571, 5.023809523809524, 5.357142857142857, 1, 1.6904761904761905, 0.047619047619047616, 0, 0, 0, 0, 9.761904761904763, 1.0476190476190477, 7, 2.9523809523809526, 3.4761904761904763, 0.047619047619047616, 0.16666666666666666, 0, 0, 0, 0, 0.023809523809523808, 2.7857142857142856, 0.14285714285714285, 1.119047619047619, 0.6190476190476191, 1.0476190476190477, 0, 0, 0, 0, 0, 0]
right : [0.047619047619047616, 0, 0.047619047619047616, 0.047619047619047616, 0.047619047619047616, 0.11904761904761904, 0.09523809523809523, 1.2857142857142858, 0.5952380952380952, 0.6666666666666666, 0.6428571428571429, 0.7142857142857143, 0, 0, 0, 0, 0.07142857142857142, 0.42857142857142855, 0.21428571428571427, 2.238095238095238, 2.5952380952380953, 2.9285714285714284, 2.857142857142857, 3.0238095238095237, 0, 0, 0.07142857142857142, 0.07142857142857142, 0.21428571428571427, 1.5714285714285714, 0.6190476190476191, 4.190476190476191, 8.69047619047619, 9.476190476190476, 9.404761904761905, 9.19047619047619, 0.14285714285714285, 0, 0.38095238095238093, 0.4523809523809524, 1.1904761904761905, 4.5, 2.3333333333333335, 7.333333333333333, 12.119047619047619, 12.619047619047619, 12.380952380952381, 12.166666666666666, 0.9761904761904762, 0, 1.4285714285714286, 1.5952380952380953, 2.880952380952381, 7.4523809523809526, 5.023809523809524, 9.785714285714286, 12.452380952380953, 12.30952380952381, 11.928571428571429, 12.166666666666666, 4.5476190476190474, 0, 6.023809523809524, 5.714285714285714, 6.4523809523809526, 8.357142857142858, 5.428571428571429, 8.595238095238095, 7.976190476190476, 7.714285714285714, 7.476190476190476, 7.738095238095238, 9.071428571428571, 0, 11.095238095238095, 9.952380952380953, 8.380952380952381, 7.261904761904762, 2.142857142857143, 3.5238095238095237, 2.761904761904762, 2.6904761904761907, 2.5238095238095237, 2.6666666666666665, 11.238095238095237, 0, 13.023809523809524, 10.571428571428571, 7.857142857142857, 5.666666666666667, 0.30952380952380953, 0.4523809523809524, 0.21428571428571427, 0.21428571428571427, 0.19047619047619047, 0.21428571428571427, 10.071428571428571, 0, 10.642857142857142, 7.380952380952381, 6.142857142857143, 3.380952380952381, 0.14285714285714285, 0.23809523809523808, 0, 0, 0, 0, 5.190476190476191, 0, 4.666666666666667, 2.2857142857142856, 2, 0.5238095238095238, 0.14285714285714285, 0.23809523809523808, 0, 0, 0, 0]

left : [0, 0.23255813953488372, 0.2558139534883721, 0.2558139534883721, 0.11627906976744186, 0.4186046511627907, 0.32558139534883723, 3.395348837209302, 4.976744186046512, 5.488372093023256, 5.906976744186046, 5.627906976744186, 0, 0.4883720930232558, 0.4186046511627907, 0.46511627906976744, 0.20930232558139536, 1.8837209302325582, 1.3255813953488371, 7.093023255813954, 10.906976744186046, 11.325581395348838, 12.209302325581396, 11.86046511627907, 0, 1.0232558139534884, 1.0232558139534884, 1.2325581395348837, 0.5813953488372093, 4.116279069767442, 3.86046511627907, 10.255813953488373, 12.069767441860465, 11.906976744186046, 12.372093023255815, 12.651162790697674, 0, 3.813953488372093, 4, 4.395348837209302, 1.930232558139535, 5.930232558139535, 6.674418604651163, 11.44186046511628, 10, 9.023255813953488, 8.418604651162791, 9.69767441860465, 0, 7.232558139534884, 7.604651162790698, 8.255813953488373, 3.697674418604651, 6.930232558139535, 7.906976744186046, 11.13953488372093, 5.488372093023256, 3.9302325581395348, 3.0930232558139537, 4.465116279069767, 0, 9.813953488372093, 9.790697674418604, 10.69767441860465, 4.813953488372093, 6.767441860465116, 6.558139534883721, 8.953488372093023, 1.930232558139535, 1.0465116279069768, 0.6744186046511628, 1.3953488372093024, 0, 11.55813953488372, 9.767441860465116, 11.674418604651162, 5.3023255813953485, 5.744186046511628, 3.0697674418604652, 4.953488372093023, 0.27906976744186046, 0.16279069767441862, 0.16279069767441862, 0.20930232558139536, 0, 11.534883720930232, 4.790697674418604, 9.790697674418604, 3.6511627906976742, 4.372093023255814, 0.32558139534883723, 0.7906976744186046, 0, 0, 0, 0, 0, 7.5813953488372094, 0.046511627906976744, 4.5813953488372094, 1.2790697674418605, 2.2790697674418605, 0, 0, 0, 0, 0, 0, 0, 1.697674418604651, 0, 0.23255813953488372, 0.06976744186046512, 0.7209302325581395, 0, 0, 0, 0, 0, 0]
right : [0, 0, 0, 0, 0, 0.11627906976744186, 0.023255813953488372, 1.1627906976744187, 0.7674418604651163, 0.813953488372093, 0.7674418604651163, 0.7906976744186046, 0, 0, 0, 0, 0, 0.3953488372093023, 0, 2.8372093023255816, 3.9767441860465116, 4.465116279069767, 4.3023255813953485, 4.4186046511627906, 0, 0, 0, 0, 0.06976744186046512, 1.7674418604651163, 0.4186046511627907, 4.767441860465116, 9.837209302325581, 10.627906976744185, 10.627906976744185, 10.325581395348838, 0, 0, 0.09302325581395349, 0.20930232558139536, 0.627906976744186, 4.534883720930233, 2.2093023255813953, 8.093023255813954, 13.162790697674419, 13.511627906976743, 13.511627906976743, 13.255813953488373, 0.20930232558139536, 0, 0.5813953488372093, 0.8604651162790697, 2.7674418604651163, 7.534883720930233, 5.558139534883721, 10.767441860465116, 13.790697674418604, 13.604651162790697, 13.465116279069768, 13.488372093023257, 2.744186046511628, 0, 4.069767441860465, 4.511627906976744, 6.1395348837209305, 8.906976744186046, 7.069767441860465, 10.511627906976743, 10.813953488372093, 10.372093023255815, 10.069767441860465, 10.418604651162791, 7.441860465116279, 0, 9.790697674418604, 9.232558139534884, 8.44186046511628, 8.255813953488373, 3.9767441860465116, 5.511627906976744, 4.883720930232558, 4.5813953488372094, 4.116279069767442, 4.604651162790698, 10.581395348837209, 0, 13.186046511627907, 11.13953488372093, 8.720930232558139, 6.883720930232558, 1.4651162790697674, 2.046511627906977, 0.8837209302325582, 0.813953488372093, 0.627906976744186, 0.8604651162790697, 10.30232558139535, 0, 10.883720930232558, 8.162790697674419, 6.6976744186046515, 3.953488372093023, 0.20930232558139536, 0.3488372093023256, 0.13953488372093023, 0.11627906976744186, 0.046511627906976744, 0.13953488372093023, 4.534883720930233, 0, 4.348837209302325, 2.302325581395349, 2.1627906976744184, 0.5581395348837209, 0, 0, 0, 0, 0, 0]

left : [0, 0.045454545454545456, 0.045454545454545456, 0.045454545454545456, 0, 0.13636363636363635, 0.13636363636363635, 2, 1.6818181818181819, 1.8409090909090908, 1.9772727272727273, 1.9318181818181819, 0, 0, 0.045454545454545456, 0.045454545454545456, 0, 0.8409090909090909, 0.18181818181818182, 4.863636363636363, 7.863636363636363, 8.5, 9.227272727272727, 8.590909090909092, 0, 0, 0.045454545454545456, 0.045454545454545456, 0, 2.4318181818181817, 1.0909090909090908, 8.181818181818182, 11.159090909090908, 11.568181818181818, 12.522727272727273, 11.909090909090908, 0, 0.06818181818181818, 0.36363636363636365, 0.45454545454545453, 0.20454545454545456, 4.295454545454546, 3.5681818181818183, 10.613636363636363, 12.363636363636363, 12.25, 12.886363636363637, 12.704545454545455, 0, 2.1136363636363638, 2.8863636363636362, 3.409090909090909, 1.4772727272727273, 5.886363636363637, 6.704545454545454, 11.909090909090908, 10.5, 9.477272727272727, 9.136363636363637, 9.909090909090908, 0, 5.704545454545454, 6.7727272727272725, 7.318181818181818, 3.0454545454545454, 6.840909090909091, 8.204545454545455, 11.636363636363637, 6.295454545454546, 4.818181818181818, 4.181818181818182, 5.318181818181818, 0, 9.75, 9.909090909090908, 10.363636363636363, 4.454545454545454, 6.431818181818182, 6.931818181818182, 9.340909090909092, 2.3181818181818183, 1.3636363636363635, 0.9772727272727273, 1.5454545454545454, 0, 12.204545454545455, 9, 11.363636363636363, 4.2727272727272725, 5.5227272727272725, 2.5454545454545454, 3.840909090909091, 0.36363636363636365, 0.22727272727272727, 0.22727272727272727, 0.29545454545454547, 0, 10.568181818181818, 1.75, 7.7272727272727275, 1.9545454545454546, 3.590909090909091, 0.18181818181818182, 0.3409090909090909, 0, 0, 0, 0, 0, 3, 0, 0.8863636363636364, 0.11363636363636363, 1, 0, 0, 0, 0, 0, 0]
right : [0.09090909090909091, 0, 0.09090909090909091, 0.09090909090909091, 0.11363636363636363, 0.2727272727272727, 0.20454545454545456, 1.7045454545454546, 1.6363636363636365, 1.8636363636363635, 1.7954545454545454, 1.8636363636363635, 0.11363636363636363, 0, 0.13636363636363635, 0.13636363636363635, 0.1590909090909091, 1.0909090909090908, 0.3409090909090909, 3.2045454545454546, 4.818181818181818, 5.2272727272727275, 5.113636363636363, 5.159090909090909, 0.09090909090909091, 0, 0.11363636363636363, 0.18181818181818182, 0.6590909090909091, 3.0454545454545454, 1.2954545454545454, 5.5, 9.477272727272727, 10, 9.954545454545455, 9.75, 0.29545454545454547, 0, 0.5454545454545454, 0.7954545454545454, 1.6590909090909092, 5.4772727272727275, 3.3863636363636362, 8.318181818181818, 11.704545454545455, 11.977272727272727, 11.818181818181818, 11.75, 2.2045454545454546, 0, 2.977272727272727, 3.2045454545454546, 4.318181818181818, 7.4772727272727275, 5.0227272727272725, 9, 10, 9.909090909090908, 9.772727272727273, 9.818181818181818, 6.5227272727272725, 0, 8.318181818181818, 7.613636363636363, 6.9772727272727275, 7.545454545454546, 3.7045454545454546, 6.204545454545454, 4.863636363636363, 4.7727272727272725, 4.590909090909091, 4.7272727272727275, 9.295454545454545, 0, 11.340909090909092, 9.795454545454545, 7.886363636363637, 7.113636363636363, 1.9090909090909092, 3.25, 2.159090909090909, 1.9772727272727273, 1.8181818181818181, 2.0681818181818183, 10.090909090909092, 0, 12.136363636363637, 9.704545454545455, 7.75, 6.159090909090909, 0.9772727272727273, 1.3863636363636365, 0.8863636363636364, 0.7272727272727273, 0.6818181818181818, 0.8409090909090909, 9.431818181818182, 0, 10.113636363636363, 7.4772727272727275, 6.318181818181818, 4.045454545454546, 0.45454545454545453, 0.7045454545454546, 0.3181818181818182, 0.3181818181818182, 0.3181818181818182, 0.3409090909090909, 4.886363636363637, 0, 4.863636363636363, 2.727272727272727, 2.4545454545454546, 0.9318181818181818, 0.11363636363636363, 0.18181818181818182, 0.1590909090909091, 0.1590909090909091, 0.1590909090909091, 0.1590909090909091]

left : [0, 0, 0.021739130434782608, 0.021739130434782608, 0, 0.21739130434782608, 0.13043478260869565, 3.3260869565217392, 4.413043478260869, 4.8478260869565215, 5.1521739130434785, 4.826086956521739, 0, 0, 0, 0.021739130434782608, 0, 1.4130434782608696, 0.391304347826087, 6.173913043478261, 10.565217391304348, 10.673913043478262, 11.565217391304348, 11.043478260869565, 0, 0.2391304347826087, 0.32608695652173914, 0.3695652173913043, 0, 2.9347826086956523, 3, 9.065217391304348, 12.23913043478261, 11.73913043478261, 12.391304347826088, 12.369565217391305, 0, 1.565217391304348, 1.434782608695652, 1.5869565217391304, 0, 4.086956521739131, 5.326086956521739, 10.23913043478261, 11.978260869565217, 11.282608695652174, 11.717391304347826, 12.021739130434783, 0, 4.630434782608695, 4.282608695652174, 4.304347826086956, 0, 5.195652173913044, 7.065217391304348, 10.5, 10.565217391304348, 9.304347826086957, 9.130434782608695, 10.369565217391305, 0, 7.739130434782608, 7.043478260869565, 7.391304347826087, 0.043478260869565216, 5.739130434782608, 7.739130434782608, 9.978260869565217, 7.760869565217392, 5.782608695652174, 5.304347826086956, 7.108695652173913, 0, 10.434782608695652, 9.5, 9.826086956521738, 0.06521739130434782, 5.434782608695652, 6, 7.369565217391305, 3.6956521739130435, 2.1956521739130435, 2.0434782608695654, 3.217391304347826, 0, 11.91304347826087, 7.913043478260869, 9.73913043478261, 0.5217391304347826, 4.282608695652174, 2.347826086956522, 3.347826086956522, 1.108695652173913, 0.717391304347826, 0.7391304347826086, 0.9130434782608695, 0, 11.23913043478261, 2.282608695652174, 5.630434782608695, 0.43478260869565216, 2.108695652173913, 0.5869565217391305, 0.8478260869565217, 0.2608695652173913, 0.21739130434782608, 0.1956521739130435, 0.2608695652173913, 0, 5.173913043478261, 0.5217391304347826, 1.065217391304348, 0.021739130434782608, 0.34782608695652173, 0.06521739130434782, 0.15217391304347827, 0, 0, 0, 0]
right : [0.2391304347826087, 0, 0.2826086956521739, 0.17391304347826086, 0.043478260869565216, 0.45652173913043476, 0.2391304347826087, 1.4565217391304348, 0.8260869565217391, 0.8478260869565217, 0.7608695652173914, 0.8478260869565217, 0.17391304347826086, 0, 0.2391304347826087, 0.10869565217391304, 0.021739130434782608, 1.065217391304348, 0.34782608695652173, 2.630434782608696, 2.782608695652174, 2.9782608695652173, 2.8260869565217392, 2.9130434782608696, 0.17391304347826086, 0, 0.2391304347826087, 0.10869565217391304, 0.021739130434782608, 2.108695652173913, 0.391304347826087, 4.456521739130435, 7.913043478260869, 8.456521739130435, 8.130434782608695, 8.217391304347826, 0.34782608695652173, 0, 0.43478260869565216, 0.2826086956521739, 0.15217391304347827, 4.217391304347826, 1.673913043478261, 6.782608695652174, 10.956521739130435, 11.23913043478261, 10.91304347826087, 11.108695652173912, 0.41304347826086957, 0, 0.5217391304347826, 0.30434782608695654, 0.1956521739130435, 6.521739130434782, 4.173913043478261, 8.73913043478261, 11.5, 11.543478260869565, 11.065217391304348, 11.434782608695652, 0.5869565217391305, 0, 0.717391304347826, 0.5, 0.3695652173913043, 7.369565217391305, 4.782608695652174, 7.978260869565218, 9.021739130434783, 8.652173913043478, 8.152173913043478, 8.934782608695652, 2.3260869565217392, 0, 2.6956521739130435, 1.891304347826087, 1.326086956521739, 6.239130434782608, 2.739130434782609, 4.413043478260869, 4.5, 4.065217391304348, 3.891304347826087, 4.369565217391305, 6.608695652173913, 0, 7.630434782608695, 5.195652173913044, 3.4565217391304346, 4.282608695652174, 1.065217391304348, 1.891304347826087, 2.130434782608696, 2.0217391304347827, 1.934782608695652, 2.0869565217391304, 8.630434782608695, 0, 9.217391304347826, 5.673913043478261, 3.891304347826087, 2.108695652173913, 0.5869565217391305, 0.7608695652173914, 0.6956521739130435, 0.4782608695652174, 0.34782608695652173, 0.6086956521739131, 7.282608695652174, 0, 5.956521739130435, 2.891304347826087, 2.3043478260869565, 0.4782608695652174, 0.043478260869565216, 0.10869565217391304, 0, 0, 0, 0.021739130434782608]

left : [0, 0.15555555555555556, 0.15555555555555556, 0.15555555555555556, 0, 0.37777777777777777, 0.28888888888888886, 4.288888888888889, 6.911111111111111, 7.4222222222222225, 7.955555555555556, 7.488888888888889, 0, 0.28888888888888886, 0.2222222222222222, 0.2222222222222222, 0, 2.2666666666666666, 1.4444444444444444, 7.622222222222222, 11.533333333333333, 11.244444444444444, 12.066666666666666, 11.933333333333334, 0, 0.6888888888888889, 0.5555555555555556, 0.7333333333333333, 0, 3.8222222222222224, 4.4222222222222225, 9.755555555555556, 12.333333333333334, 11.488888888888889, 12.244444444444444, 12.355555555555556, 0, 2.022222222222222, 1.9111111111111112, 2.2222222222222223, 0, 4.511111111111111, 6.022222222222222, 10.377777777777778, 12, 11.133333333333333, 11.555555555555555, 11.88888888888889, 0, 4.466666666666667, 4.222222222222222, 4.555555555555555, 0, 5.155555555555556, 7.088888888888889, 10.622222222222222, 10.844444444444445, 9.6, 9.511111111111111, 10.644444444444444, 0, 7.4, 6.688888888888889, 6.911111111111111, 0, 5.6, 7.688888888888889, 10.28888888888889, 8.71111111111111, 6.777777777777778, 6.5777777777777775, 8.244444444444444, 0, 10.066666666666666, 9.044444444444444, 9.311111111111112, 0.044444444444444446, 5.4222222222222225, 6.377777777777778, 8.066666666666666, 4.7555555555555555, 2.8666666666666667, 2.8444444444444446, 4.088888888888889, 0, 11.311111111111112, 6.555555555555555, 8.755555555555556, 0.4, 4.044444444444444, 2.2666666666666666, 3.4444444444444446, 1.511111111111111, 0.6444444444444445, 0.7111111111111111, 1.0888888888888888, 0, 9.333333333333334, 1.5333333333333334, 3.577777777777778, 0.1111111111111111, 1.3555555555555556, 0.2222222222222222, 0.6, 0.2222222222222222, 0.17777777777777778, 0.2, 0.17777777777777778, 0, 3.8666666666666667, 0.13333333333333333, 0.5777777777777777, 0.044444444444444446, 0.17777777777777778, 0, 0.044444444444444446, 0, 0, 0, 0]
right : [0.022222222222222223, 0, 0.022222222222222223, 0.022222222222222223, 0.022222222222222223, 0.8444444444444444, 0.4666666666666667, 2.9555555555555557, 5.022222222222222, 5.444444444444445, 5.2444444444444445, 5.377777777777778, 0, 0, 0, 0, 0, 2.4444444444444446, 1.1111111111111112, 5.022222222222222, 9.555555555555555, 9.844444444444445, 9.577777777777778, 9.8, 0, 0, 0, 0, 0, 5.177777777777778, 3.111111111111111, 7.644444444444445, 12.155555555555555, 12.088888888888889, 11.666666666666666, 12.311111111111112, 0, 0, 0, 0, 0, 7.4, 5.311111111111111, 9.377777777777778, 12.28888888888889, 11.977777777777778, 11.422222222222222, 12.177777777777777, 0, 0, 0, 0, 0, 8.444444444444445, 6.888888888888889, 9.555555555555555, 11.155555555555555, 10.644444444444444, 10.155555555555555, 11.133333333333333, 0.9777777777777777, 0, 1.1111111111111112, 0.8222222222222222, 0.6222222222222222, 7.955555555555556, 6.022222222222222, 7.644444444444445, 7.488888888888889, 6.644444444444445, 6.2444444444444445, 7.377777777777778, 2.7333333333333334, 0, 3.2666666666666666, 2.4, 1.6888888888888889, 6.266666666666667, 2.488888888888889, 3.3555555555555556, 2.8222222222222224, 2.311111111111111, 2.2222222222222223, 2.7111111111111112, 6.222222222222222, 0, 7.2, 4.822222222222222, 3.2444444444444445, 3.7555555555555555, 0.6444444444444445, 0.8444444444444444, 0.6444444444444445, 0.6, 0.5777777777777777, 0.6444444444444445, 7.977777777777778, 0, 8.71111111111111, 5.2444444444444445, 3.488888888888889, 1.5777777777777777, 0.2222222222222222, 0.26666666666666666, 0.35555555555555557, 0.3333333333333333, 0.3111111111111111, 0.4, 6.644444444444445, 0, 5.533333333333333, 2.7555555555555555, 1.8222222222222222, 0.3333333333333333, 0.2, 0.24444444444444444, 0.3111111111111111, 0.28888888888888886, 0.28888888888888886, 0.35555555555555557]

